measurement_id,x,y,z,var_r,var_z
171,-70.0569839,-30.8891582,-602,0.000833333354,0
172,-37.6445427,-20.0728931,-597.5,0.000833333354,0
173,-58.9089622,-50.2974052,-602.5,0.000833333354,0
174,-59.531971,-49.4060516,-602.5,0.000833333354,0
175,-54.7516518,-75.9306946,-598,0.000833333354,0
176,-55.1516838,-76.3859863,-602,0.000833333354,0
177,-29.9548569,-61.7827682,-602,0.000833333354,0
178,-29.69664,-61.3382225,-597.5,0.000833333354,0
179,36.0842514,-26.3477898,-597.5,0.000833333354,0
180,36.3579826,-26.554821,-602.5,0.000833333354,0
181,86.9892044,-38.6112175,-598,0.000833333354,0
182,70.8772964,-5.75853586,-597.5,0.000833333354,0
183,102.648247,113.319092,-602,0.000833333354,0
184,101.967674,112.632614,-598,0.000833333354,0
185,-1.2472136,150.091415,-602,0.000833333354,0
186,-1.52045488,149.151794,-598,0.000833333354,0
187,-85.8928528,82.5207977,-598,0.000833333354,0
188,14.1584702,-121.825363,-602,0.000833333354,0
189,120.306221,-40.8730087,-602,0.000833333354,0
190,-28.7424412,-15.7591305,-455.335297,4.23988859e-05,0.000208333338
191,26.0683479,-19.4663696,-432.55777,3.04584428e-05,0.000208333338
192,23.9743652,23.8960266,-429.800934,9.16253484e-05,0.000208333338
193,22.3352013,22.1892147,-398.496307,2.34488493e-06,0.000208333338
194,-14.0047865,-31.1952343,-294.188843,0.000106523512,0.000208333338
195,31.5001793,6.66389751,-338.844574,1.35519822e-05,0.000208333338
196,24.1305466,23.8207645,-286.602875,9.41554681e-05,0.000208333338
197,-28.9734192,-12.3906212,-236.509186,3.82118242e-06,0.000208333338
198,-24.8836956,-19.3360119,-233.61998,3.89905381e-06,0.000208333338
199,-24.3657551,-19.9158802,-233.265976,1.59800754e-06,0.000208333338
200,-30.5058517,-13.0416555,-249.944427,8.49908974e-05,0.000208333338
201,-12.8005838,-28.7308769,-269.108856,7.45523209e-07,0.000208333338
202,31.3586807,-2.31624722,-253.897522,2.51683474e-07,0.000208333338
203,22.4455299,22.0656948,-264.76001,1.90387857e-06,0.000208333338
204,10.5326128,29.8237724,-241.704941,9.96286417e-06,0.000208333338
205,10.8393116,30.8779011,-250.718597,6.41979277e-05,0.000208333338
206,-11.7315674,29.203846,-224.677032,1.7340875e-06,0.000208333338
207,-12.5659151,30.9307842,-239.513992,9.43392952e-05,0.000208333338
208,-16.8025379,-27.3520012,-190.128983,8.61040553e-06,0.000208333338
209,5.05952692,-32.0611229,-144.410858,2.66602201e-05,0.000208333338
210,28.6834965,-14.0394249,-186.113251,3.13290514e-08,0.000208333338
211,31.3155499,-11.8718882,-144.043686,7.56320878e-05,0.000208333338
212,-25.4191074,20.813673,-150.552643,4.59616313e-05,0.000208333338
213,18.5634689,-25.5737362,-73.019455,8.4993635e-06,0.000208333338
214,29.5004864,-11.203496,-134.669678,6.16238913e-06,0.000208333338
215,30.1689129,8.9713583,-75.8314972,1.8635277e-06,0.000208333338
216,20.6509056,24.9479485,-111.505119,4.80098606e-05,0.000208333338
217,-8.18047142,30.4454346,-108.7463,4.53738312e-06,0.000208333338
218,-24.8125114,-20.1589336,-4.47031593,1.8209065e-06,0.000208333338
219,0.703775585,-32.0249329,0.75485611,5.10148493e-06,0.000208333338
220,6.07282877,-31.7068367,-11.369669,1.79049239e-05,0.000208333338
221,0.710750759,-33.5816078,-0.113147736,8.00807757e-05,0.000208333338
222,26.6957417,-18.1644058,0.527759552,1.82220629e-05,0.000208333338
223,27.5072899,-16.4802837,-36.6768646,6.84064389e-06,0.000208333338
224,-27.3867836,16.73036,-51.7216644,8.19684919e-06,0.000208333338
225,-25.8185482,19.9847527,-55.6369476,3.60993181e-05,0.000208333338
226,-33.2341652,-0.204350427,32.9146881,8.76058693e-05,0.000208333338
227,-25.5169811,-18.6270103,21.4786148,8.05594664e-06,0.000208333338
228,0.715706229,-31.5297108,1.05535126,5.19593368e-06,0.000208333338
229,12.8672552,-28.8067703,26.8950615,5.82940129e-06,0.000208333338
230,0.703034282,-33.0598068,0.163986206,8.00313646e-05,0.000208333338
231,21.848629,-22.6394119,69.0565643,1.23949019e-06,0.000208333338
232,13.4926233,-30.1030445,27.2504597,7.64311699e-05,0.000208333338
233,28.5166492,-13.2451515,54.3747406,1.68640781e-07,0.000208333338
234,26.2812328,-17.8840771,0.853919983,1.82329295e-05,0.000208333338
235,30.6828823,-14.2965212,57.1100082,0.000114470575,0.000208333338
236,30.2468357,8.74848938,26.9737186,2.49971094e-06,0.000208333338
237,28.0361595,15.8066301,7.21648979,3.81662721e-05,0.000208333338
238,14.1026497,28.1034355,68.9534302,2.14590628e-07,0.000208333338
239,-13.5619345,28.5638866,61.6635056,9.49208061e-06,0.000208333338
240,-23.5249252,21.1421356,56.5197449,9.97820371e-06,0.000208333338
241,-20.9208431,23.4681168,49.2804337,7.88723753e-10,0.000208333338
242,-21.4469719,22.9981747,60.8905945,3.83796589e-07,0.000208333338
243,-14.081274,29.5772572,62.9758072,6.57468481e-05,0.000208333338
244,-24.3604603,21.8700562,57.8394852,6.47691631e-05,0.000208333338
245,-23.0436172,24.6027622,63.9259186,0.000108444423,0.000208333338
246,-31.0166092,8.38036156,9.28277588,3.53812684e-05,0.000208333338
247,-31.5008125,-0.203428119,32.1571121,3.28297938e-06,0.000208333338
248,-24.2718449,-20.7642441,101.534538,3.80782211e-07,0.000208333338
249,-12.0318041,-29.6509342,105.722878,3.36287849e-06,0.000208333338
250,-12.783392,-31.2641315,110.60762,8.84207329e-05,0.000208333338
251,-5.94737244,-31.6497459,106.467178,1.38751902e-05,0.000208333338
252,22.2051163,-22.9848499,69.8455887,1.27314104e-06,0.000208333338
253,15.9340506,-28.5862026,80.9154358,3.98783704e-05,0.000208333338
254,23.6449776,-24.4953403,73.1924515,0.000100146477,0.000208333338
255,31.5698681,-7.36343098,138.74678,2.46354248e-05,0.000208333338
256,30.7808323,8.72132111,135.459091,3.02138847e-06,0.000208333338
257,24.1202507,20.9339657,126.188217,1.69303107e-07,0.000208333338
258,14.3404112,28.5384579,69.763298,2.2940246e-07,0.000208333338
259,-11.955555,29.6500301,117.575333,1.83413476e-06,0.000208333338
260,-12.6606359,31.5100346,123.710297,9.63744824e-05,0.000208333338
261,-14.0104437,-28.1478672,210.074554,1.36374283e-07,0.000208333338
262,-7.38714218,-31.0726357,204.211151,2.58520067e-05,0.000208333338
263,19.8251762,-24.4467716,198.849228,1.89184232e-06,0.000208333338
264,31.3370686,-2.69938397,166.023712,7.28866894e-07,0.000208333338
265,8.467906,31.0116692,151.604752,3.62836363e-05,0.000208333338
266,-23.374855,21.2761784,193.220718,8.86368525e-06,0.000208333338
267,-21.4206467,23.0216885,163.888657,3.44713612e-07,0.000208333338
268,-24.8966122,20.7574348,144.390076,4.93944317e-05,0.000208333338
269,-24.2281971,22.1445274,199.951981,6.88026776e-05,0.000208333338
270,-22.9727573,24.7498112,174.664886,0.000110984998,0.000208333338
271,-31.1388016,6.21417236,189.781662,1.6371474e-05,0.000208333338
272,-29.7905369,-11.5536928,229.702087,9.41704286e-07,0.000208333338
273,-23.5742645,-21.5452309,272.043732,1.08477472e-07,0.000208333338
274,-31.8250599,-12.3079453,243.959213,0.000103429353,0.000208333338
275,-14.2440548,-28.5848904,213.102707,1.46156523e-07,0.000208333338
276,-3.62574887,-31.7807083,216.265137,2.7279184e-06,0.000208333338
277,-22.8269939,22.4293861,278.225708,3.53047631e-06,0.000208333338
278,-24.9748459,-22.8643169,287.268646,0.000114903298,0.000208333338
279,31.1836262,-5.41952562,335.993988,1.11106274e-05,0.000208333338
280,25.9391804,18.1543312,331.499359,1.16281799e-05,0.000208333338
281,7.86466885,31.0456982,343.676636,3.02684221e-05,0.000208333338
282,-9.90715885,29.8417244,307.904785,2.08234965e-07,0.000208333338
283,-23.6909256,23.2594738,287.921844,8.60576474e-05,0.000208333338
284,-29.7612896,-11.6373386,399.30658,1.10327437e-06,0.000208333338
285,1.54279602,31.8982048,356.369202,5.36121476e-08,0.000208333338
286,-20.7513885,24.2833271,398.364532,4.00241362e-07,0.000208333338
287,-31.7259464,-4.51804447,423.621185,3.12537413e-05,0.000208333338
288,8.66983318,31.0002785,466.202454,3.84022314e-05,0.000208333338
289,-3.23855281,32.1733017,440.381348,4.55685731e-05,0.000208333338
290,-40.3360939,-59.2003899,-452.3302,2.15500904e-06,0.000208333338
291,-41.7326164,-60.9099083,-466.97168,5.09346391e-05,0.000208333338
292,65.2380981,-29.907568,-444.654572,5.18664183e-06,0.000208333338
293,-54.0397453,47.8544579,-354.951691,2.59939952e-05,0.000208333338
294,10.1367559,-71.1603928,-344.327942,7.76451725e-06,0.000208333338
295,68.5430374,-24.798666,-337.231812,3.05385947e-05,0.000208333338
296,46.643074,54.777832,-272.017151,2.06666082e-05,0.000208333338
297,-12.815156,70.0006256,-271.734497,2.71480008e-06,0.000208333338
298,44.6231384,-57.1676369,-191.938248,2.23327297e-05,0.000208333338
299,67.5255508,24.4493885,-195.220474,6.31066587e-06,0.000208333338
300,-56.0910683,45.43927,-146.380051,1.47956798e-05,0.000208333338
301,-61.8016205,39.2963676,-142.248352,3.81004538e-05,0.000208333338
302,63.0777054,-34.3695297,-105.867012,1.81269806e-05,0.000208333338
303,-55.7246056,-45.9502411,-33.8715439,1.56933656e-05,0.000208333338
304,0.5359357,-71.5832977,-21.5706787,9.82223582e-07,0.000208333338
305,14.8350277,-70.0197296,-48.2523651,7.19747277e-07,0.000208333338
306,0.507653236,-73.4981766,-22.6502571,4.37817143e-05,0.000208333338
307,15.3096056,-71.7674026,-49.9598389,4.12458176e-05,0.000208333338
308,59.6267242,-39.6363754,-21.71558,1.29594525e-06,0.000208333338
309,61.275753,-40.7330933,-22.8397064,4.54826913e-05,0.000208333338
310,68.533287,22.2780495,-23.2857018,1.19881061e-05,0.000208333338
311,63.6572304,34.1427231,-7.12158966,1.5898946e-05,0.000208333338
312,-69.3220139,19.7977524,-2.57894897,1.26786408e-05,0.000208333338
313,-72.9897766,-0.503151,49.7187653,4.37867602e-05,0.000208333338
314,-58.0668602,-43.1235046,24.9657822,2.92431396e-05,0.000208333338
315,30.0889473,-66.0051956,37.3663559,3.39242906e-05,0.000208333338
316,69.6082687,18.785738,37.4814873,2.41102935e-05,0.000208333338
317,-71.0909653,-0.459327072,48.9046059,1.04175467e-06,0.000208333338
318,49.1790581,-52.2137337,133.615204,4.28223802e-06,0.000208333338
319,64.2985458,-32.4745255,100.544449,1.13193155e-05,0.000208333338
320,33.7651443,63.8261528,134.252274,1.52553102e-05,0.000208333338
321,-31.3914165,65.6669312,110.011223,2.81813045e-05,0.000208333338
322,-47.642292,53.8847466,88.3866501,8.84946894e-06,0.000208333338
323,-50.2652206,51.032692,114.709068,2.03210061e-06,0.000208333338
324,-54.4447823,48.1412354,105.381279,2.57798365e-05,0.000208333338
325,-51.8045921,52.474453,117.525909,4.88705919e-05,0.000208333338
326,-55.6467705,-45.3491707,205.140747,1.70273288e-05,0.000208333338
327,33.465374,-63.5388718,155.526535,1.76619196e-05,0.000208333338
328,-70.5763931,-12.5421915,239.954086,3.23022732e-06,0.000208333338
329,-67.7902069,-23.8791428,251.664688,7.63194839e-06,0.000208333338
330,-31.2331657,-64.7529068,214.870255,8.0671407e-06,0.000208333338
331,-13.8163633,-70.2537079,213.746796,1.31016452e-06,0.000208333338
332,-14.239706,-72.2016525,219.19725,4.57657188e-05,0.000208333338
333,60.3898697,38.6157761,225.43219,3.19481205e-06,0.000208333338
334,55.1611824,46.468399,260.768646,1.34004822e-05,0.000208333338
335,-26.0214958,66.7959213,240.230911,3.30773742e-06,0.000208333338
336,68.8581543,-19.5588207,283.676636,1.23885611e-05,0.000208333338
337,68.6734085,20.800045,280.528564,1.63247296e-05,0.000208333338
338,19.3357563,68.8928986,314.360443,1.17648906e-05,0.000208333338
339,-47.1820259,53.6538086,349.106628,9.31406885e-06,0.000208333338
340,-54.6288986,46.8875084,297.581207,2.16964763e-05,0.000208333338
341,71.7500839,-3.44943714,355.15921,6.71151474e-06,0.000208333338
342,-50.4571915,50.8239479,414.430573,1.71996123e-06,0.000208333338
343,-47.4946632,54.045269,351.450012,9.37194727e-06,0.000208333338
344,-70.3096848,13.4570332,404.313202,9.96383847e-07,0.000208333338
345,-72.1830215,13.7944593,414.554291,4.35531474e-05,0.000208333338
346,-66.2058182,-26.11689,488.435791,2.87644798e-06,0.000208333338
347,-30.0498104,-64.6588058,450.384583,5.89039109e-06,0.000208333338
348,-15.8658381,-69.4333954,433.36142,4.09100539e-06,0.000208333338
349,-5.78909159,-71.3524551,459.299042,1.24997732e-05,0.000208333338
350,46.4999008,-54.3955154,433.012695,1.19269662e-05,0.000208333338
351,-51.4799423,52.0557327,423.310883,4.8533424e-05,0.000208333338
352,76.2387848,86.6906433,-449.680542,4.79627806e-06,0.000208333338
353,77.5824585,88.1025162,-457.633636,3.20595209e-05,0.000208333338
354,-9.7544241,115.482231,-457.342712,1.1191576e-05,0.000208333338
355,74.6467896,-88.4414139,-317.509705,8.90403589e-06,0.000208333338
356,107.220619,45.7893257,-333.198181,2.0967489e-05,0.000208333338
357,-34.8797455,110.846664,-318.332092,1.55925773e-05,0.000208333338
358,-88.1943588,76.4351883,-250.638321,2.95759655e-05,0.000208333338
359,-97.2119904,64.1998901,-237.568268,2.66868246e-05,0.000208333338
360,105.230354,-50.3867569,-184.066223,2.21210048e-05,0.000208333338
361,26.3961639,-112.013222,-88.9946213,6.70433838e-06,0.000208333338
362,27.0513153,-114.004242,-90.9603653,3.59082333e-05,0.000208333338
363,-88.7705231,-74.3300552,-65.6362076,9.58897817e-06,0.000208333338
364,-0.763079464,-115.538979,-46.3763199,6.17516571e-06,0.000208333338
365,-0.836501658,-117.63369,-47.530262,3.5377001e-05,0.000208333338
366,98.0464783,-63.506813,-47.3168678,2.41405905e-05,0.000208333338
367,109.355827,38.0295029,-58.2866516,9.57521843e-06,0.000208333338
368,103.187027,52.1816559,-22.6724815,7.45261377e-06,0.000208333338
369,-111.153755,33.5606232,-15.6904202,1.42516174e-05,0.000208333338
370,-116.786674,-0.846057713,68.2144012,3.07109694e-05,0.000208333338
371,-92.615242,-69.9428406,28.6647377,2.05656379e-05,0.000208333338
372,48.7291069,-104.780167,48.3712616,1.34945194e-05,0.000208333338
373,111.541458,27.813839,48.6551018,4.91456012e-06,0.000208333338
374,113.464684,28.1912594,49.1588783,3.24219836e-05,0.000208333338
375,-114.9133,-0.854357421,67.4388885,4.33050809e-06,0.000208333338
376,-76.2403641,86.7855377,130.55188,5.8332871e-06,0.000208333338
377,-77.5797195,88.3387985,132.557724,3.44516193e-05,0.000208333338
378,78.6686401,-86.0695343,205.478622,2.81653083e-05,0.000208333338
379,100.898827,-55.5697708,149.942123,8.25264851e-06,0.000208333338
380,56.096489,100.673813,203.360809,9.0887479e-06,0.000208333338
381,-48.0134277,105.231766,160.280823,1.50635015e-05,0.000208333338
382,-83.1353378,80.1374054,173.422379,1.22696638e-05,0.000208333338
383,-86.7397232,75.3505096,155.558319,4.05932224e-06,0.000208333338
384,-88.1385651,76.531601,157.742126,2.9865656e-05,0.000208333338
385,51.1455193,-103.840836,239.971283,9.19670583e-06,0.000208333338
386,-91.6242828,-70.8965225,319.162262,1.76431859e-05,0.000208333338
387,-57.3825073,-100.124413,335.337097,1.12932312e-05,0.000208333338
388,-23.4482689,-113.747375,335.125854,2.16925891e-05,0.000208333338
389,-115.199913,2.7393353,346.643036,8.87095393e-06,0.000208333338
390,-102.619827,-53.0805244,401.46286,6.08432219e-06,0.000208333338
391,-104.131798,-54.4374313,408.181396,3.35553304e-05,0.000208333338
392,98.3157654,61.5748825,354.127075,1.27899011e-05,0.000208333338
393,89.9474335,73.1974258,407.396149,1.22375586e-05,0.000208333338
394,-40.5856934,108.145927,375.479706,5.73516809e-06,0.000208333338
395,-41.2127342,110.108482,381.811981,3.44522559e-05,0.000208333338
396,-83.5246048,-80.5848846,425.890198,2.06078203e-05,0.000208333338
397,109.909119,-38.1043739,450.435944,2.43119666e-05,0.000208333338
398,110.015739,35.4779816,440.384949,1.40308375e-05,0.000208333338
399,-85.9793167,76.3603821,462.202667,5.43102033e-06,0.000208333338
400,-87.4279022,77.759758,469.913147,3.36643134e-05,0.000208333338
401,116.674202,-126.054764,-480.981445,1.15908815e-05,0.000208333338
402,-53.0036964,164.153824,-481.541443,1.85831959e-05,0.000208333338
403,-124.123322,118.619667,-380.130249,1.56492733e-05,0.000208333338
404,-141.181381,97.8969116,-359.765106,1.67230701e-05,0.000208333338
405,160.385574,-64.0465012,-281.142731,2.04849293e-05,0.000208333338
406,159.891327,-63.9874077,-280.292206,2.06777986e-05,0.000208333338
407,44.5340157,-165.915527,-141.886154,1.18295029e-05,0.000208333338
408,-130.250793,-111.199135,-106.194687,1.15593211e-05,0.000208333338
409,-4.41983747,-172.372849,-78.408783,2.26542925e-05,0.000208333338
410,144.753952,-90.7607574,-77.9520264,7.63799108e-06,0.000208333338
411,146.396698,-91.6807785,-79.0401688,2.55186442e-05,0.000208333338
412,161.61026,55.2659798,-102.216637,7.09975711e-06,0.000208333338
413,163.410553,55.7691002,-103.658272,2.48640299e-05,0.000208333338
414,156.095398,73.1204681,-42.9886055,1.73905901e-05,0.000208333338
415,-164.677338,53.3247795,-32.7241783,2.41926537e-05,0.000208333338
416,-136.363022,-105.549484,33.4403954,2.2753291e-05,0.000208333338
417,73.7553787,-154.124817,62.5342026,7.72544536e-06,0.000208333338
418,74.6479492,-155.792725,62.9940643,2.56899457e-05,0.000208333338
419,167.263702,37.2121735,63.0650368,1.24373819e-05,0.000208333338
420,-173.120514,-1.39296889,92.0349503,2.4476074e-05,0.000208333338
421,-171.279755,-1.36510265,91.2521515,6.99589509e-06,0.000208333338
422,-112.955246,129.655045,185.079437,1.81959258e-05,0.000208333338
423,147.448029,-90.3987427,215.779266,2.28590452e-05,0.000208333338
424,-66.8630753,158.860458,226.704208,1.72515156e-05,0.000208333338
425,-127.347137,114.999695,248.660446,9.90371154e-06,0.000208333338
426,-131.723373,111.748573,224.371002,2.08473102e-05,0.000208333338
427,70.5941467,-156.031662,347.18042,1.15284392e-05,0.000208333338
